txtDescricaoModalidade,codEmpresa,codTipoContratacao,valReajustes,codProcesso,codModalidade,datVigencia,datAssinaturaContrato,valAditamentos,codContrato,valLiquidado,codOrgao,valPago,valAnulacao,valEmpenhadoLiquido,valTotalEmpenhado,anoContrato,numOriginalContrato,txtDescricaoOrgao,valAnuladoEmpenho,datPublicacaoContrato,txtRazaoSocial,valPrincipal,txtTipoContratacao,txtObjetoContrato,coletado
Pregão,4.0,5,0.0,6210202100011800,12,24/02/2022,,0.0,259,0.0,2.0,0.0,0.0,36960.0,36960.0,2021,,Hospital do Servidor Público Municipal,0.0,,HOSPITAL DO SERVIDOR PÚBLICO MUNICIPAL,39960.0,Nota de Empenho Fornecimento de Bens de Consumo e/ou Permanente,CLORIDRATO DE VANCOMICINA,07/03/21
Inexigibilidade,1.0,30,0.0,6016202001097558,7,30/12/2021,,0.0,260,0.0,16.0,0.0,0.0,5425272.0,5425272.0,2021,,Secretaria Municipal de Educação,0.0,,PREFEITURA DO MUNICÍPIO DE SÃO PAULO,5425272.0,Nota de Empenho para Fornecimento de Serviços,Prestação de Serviços de Água e Esgoto - Exercício 2021,07/03/21
Pregão,4.0,5,0.0,6210202100012210,12,24/02/2022,,0.0,260,0.0,2.0,0.0,0.0,32625.0,32625.0,2021,,Hospital do Servidor Público Municipal,0.0,,HOSPITAL DO SERVIDOR PÚBLICO MUNICIPAL,32625.0,Nota de Empenho Fornecimento de Bens de Consumo e/ou Permanente,SELANTE C IRURGICO,07/03/21
Dispensa de Licitação,1.0,30,0.0,6018202000828843,6,,,0.0,261,0.0,84.0,0.0,0.0,1500000.0,1500000.0,2021,,Fundo Municipal de Saúde,0.0,,PREFEITURA DO MUNICÍPIO DE SÃO PAULO,1500000.0,Nota de Empenho para Fornecimento de Serviços,serviços de fornecimento de ENERGIA ELÉTRICA,07/03/21
Pregão,4.0,5,0.0,6210202100011680,12,25/02/2022,,0.0,261,0.0,2.0,0.0,0.0,22000.0,22000.0,2021,,Hospital do Servidor Público Municipal,0.0,,HOSPITAL DO SERVIDOR PÚBLICO MUNICIPAL,22000.0,Nota de Empenho Fornecimento de Bens de Consumo e/ou Permanente,DIPIRONA SÓDICA 500 MG/ML SOLUÇÃO INJETÁVEL AMPOLA 2 ML,07/03/21
Inexigibilidade,1.0,30,0.0,6016202001097566,7,30/12/2021,,0.0,262,115161.62,16.0,115161.62,0.0,4070652.0,4070652.0,2021,,Secretaria Municipal de Educação,0.0,,PREFEITURA DO MUNICÍPIO DE SÃO PAULO,4070652.0,Nota de Empenho para Fornecimento de Serviços,Prestação de Serviços de Energia Elétrica - Exercício 2021,07/03/21
Pregão,4.0,5,0.0,6210202100012601,12,24/02/2022,,0.0,262,0.0,2.0,0.0,0.0,34860.0,34860.0,2021,,Hospital do Servidor Público Municipal,0.0,,HOSPITAL DO SERVIDOR PÚBLICO MUNICIPAL,34860.0,Nota de Empenho Fornecimento de Bens de Consumo e/ou Permanente,"Extensor para equipo com duas vias, para administração de soluções parenterais, tamanho adulto",07/03/21
Dispensa de Licitação,1.0,5,0.0,6016202000711201,6,,,0.0,263,0.0,16.0,0.0,0.0,1893.65,1893.65,2021,,Secretaria Municipal de Educação,0.0,,PREFEITURA DO MUNICÍPIO DE SÃO PAULO,1893.65,Nota de Empenho Fornecimento de Bens de Consumo e/ou Permanente,Aquisição de poltronas.,07/03/21
Pregão,4.0,5,0.0,6210202100012601,12,24/02/2022,,0.0,263,0.0,2.0,0.0,0.0,421104.39,421104.39,2021,,Hospital do Servidor Público Municipal,0.0,,HOSPITAL DO SERVIDOR PÚBLICO MUNICIPAL,843508.72,Nota de Empenho Fornecimento de Bens de Consumo e/ou Permanente,"MATERIAL PARA FACOEMULSIFICAÇÃO, COM COMODATO DE EQUIPAMENTO",07/03/21
Inexigibilidade,1.0,30,0.0,6016202001097574,7,30/12/2021,,0.0,264,31703.51,16.0,17216.89,0.0,493728.0,493728.0,2021,,Secretaria Municipal de Educação,0.0,,PREFEITURA DO MUNICÍPIO DE SÃO PAULO,493728.0,Nota de Empenho para Fornecimento de Serviços,Prestação de Serviços de Telefonia – Exercício 2021,07/03/21
Pregão,4.0,29,0.0,6210202100008914,12,24/02/2022,,0.0,264,0.0,2.0,0.0,0.0,0.0,0.0,2021,,Hospital do Servidor Público Municipal,0.0,,HOSPITAL DO SERVIDOR PÚBLICO MUNICIPAL,215040.0,Termo de Contrato para Aquisição de Bens de Consumo e/ou Permanente,"ANFOTERICINA B LIPOSSOMAL 50 MG PÓ LIOFILIZADO PARA
SOLUÇÃO INJETÁVEL",07/03/21
Dispensa de Licitação,1.0,5,0.0,6016202000711201,6,11/02/2021,,0.0,265,1160.0,16.0,0.0,0.0,1160.0,1160.0,2021,,Secretaria Municipal de Educação,0.0,,PREFEITURA DO MUNICÍPIO DE SÃO PAULO,1160.0,Nota de Empenho Fornecimento de Bens de Consumo e/ou Permanente,Aquisição de mesas laterais.,07/03/21
Pregão,4.0,5,0.0,6210202100012792,12,24/02/2022,,0.0,265,0.0,2.0,0.0,0.0,14250.0,14250.0,2021,,Hospital do Servidor Público Municipal,0.0,,HOSPITAL DO SERVIDOR PÚBLICO MUNICIPAL,14250.0,Nota de Empenho Fornecimento de Bens de Consumo e/ou Permanente,"Clipador para hemostasia com manopla acoplada, descartável",07/03/21
Inexigibilidade,1.0,30,0.0,6025202100009320,7,24/01/2021,,0.0,266,2500.0,25.0,2500.0,0.0,2500.0,2500.0,2021,,Secretaria Municipal de Cultura,0.0,,PREFEITURA DO MUNICÍPIO DE SÃO PAULO,2500.0,Nota de Empenho para Fornecimento de Serviços,"SMC - ONLIN E- CCM VILA FORMOSA -  Contação de histórias - Cia Mapinguary - CONTOS POPULARES E HISTÓRIAS DA SÃO PAULO ANTIGA, integrando a programação do evento ""467º Aniversário de São Paulo"".",07/03/21
Pregão,4.0,5,0.0,6210202100013985,12,24/02/2022,,0.0,266,0.0,2.0,0.0,0.0,564.0,564.0,2021,,Hospital do Servidor Público Municipal,0.0,,HOSPITAL DO SERVIDOR PÚBLICO MUNICIPAL,564.0,Nota de Empenho Fornecimento de Bens de Consumo e/ou Permanente,Dispositivo intravenoso periférico com sistema de segurança 25 G,07/03/21
Inexigibilidade,1.0,30,0.0,6025202100008994,7,25/01/2021,,0.0,267,13500.0,25.0,13500.0,0.0,13500.0,13500.0,2021,,Secretaria Municipal de Cultura,0.0,,PREFEITURA DO MUNICÍPIO DE SÃO PAULO,13500.0,Nota de Empenho para Fornecimento de Serviços,"SMC - ONLINE - CCM M BOI MIRIM - Transmissão online - Grupo NGKS, Naldinho DJ e Daniel Kamikaze - LIVE: ANIVERSÁRIO DE SÃO PAULO COM NGKS, NALDINHO DJ e DANIEL KAMIKAZE.",07/03/21
Pregão,4.0,5,0.0,6210202100012814,12,24/02/2022,,0.0,267,0.0,2.0,0.0,0.0,12000.0,12000.0,2021,,Hospital do Servidor Público Municipal,0.0,,HOSPITAL DO SERVIDOR PÚBLICO MUNICIPAL,12000.0,Nota de Empenho Fornecimento de Bens de Consumo e/ou Permanente,Eletrodo de agulha concêntrica para eletroneuromiografia,07/03/21
Pregão,1.0,5,0.0,6018202000773321,12,11/02/2021,,0.0,268,27165.2,84.0,27165.2,0.0,27165.2,27165.2,2021,,Fundo Municipal de Saúde,0.0,,PREFEITURA DO MUNICÍPIO DE SÃO PAULO,27165.2,Nota de Empenho Fornecimento de Bens de Consumo e/ou Permanente,ÁLCOOL ETÍLICO A 70° (P/P) - 100 ML,07/03/21
Pregão,4.0,5,0.0,6210202100011672,12,24/02/2022,,0.0,268,0.0,2.0,0.0,0.0,2750.0,2750.0,2021,,Hospital do Servidor Público Municipal,0.0,,HOSPITAL DO SERVIDOR PÚBLICO MUNICIPAL,2750.0,Nota de Empenho Fornecimento de Bens de Consumo e/ou Permanente,"DIMENIDRINATO 25 MG/ML + PIRIDOXINA CLORIDRATO
(VIT. B6) 5 MG/ML SOLUÇÃO ORAL GOTAS FRASCO 20 ML",07/03/21
Inexigibilidade,1.0,30,0.0,6025202100009567,7,25/01/2021,,0.0,269,70000.0,25.0,0.0,0.0,70000.0,70000.0,2021,,Secretaria Municipal de Cultura,0.0,,PREFEITURA DO MUNICÍPIO DE SÃO PAULO,70000.0,Nota de Empenho para Fornecimento de Serviços,"OBJETO: Intervenção Artística - Intervenção Palhacistica - Aniversário de São Paulo 2021, conforme proposta e programação oficial do evento.

",07/03/21
Pregão,4.0,29,0.0,6210202100008914,12,24/02/2022,,0.0,269,0.0,2.0,0.0,0.0,972.0,972.0,2021,,Hospital do Servidor Público Municipal,0.0,,HOSPITAL DO SERVIDOR PÚBLICO MUNICIPAL,972.0,Termo de Contrato para Aquisição de Bens de Consumo e/ou Permanente,BUPIVACAINA CLORIDRATO,07/03/21
Inexigibilidade,1.0,30,0.0,6025202100009605,7,23/01/2021,,0.0,270,2500.0,25.0,2500.0,0.0,2500.0,2500.0,2021,,Secretaria Municipal de Cultura,0.0,,PREFEITURA DO MUNICÍPIO DE SÃO PAULO,2500.0,Nota de Empenho para Fornecimento de Serviços,"SMC - ONLINE - CCM VILA FORMOSA - Contação de histórias - Cia Mapinguary - Africontos

 ",07/03/21
Pregão,4.0,29,0.0,6210202100006318,12,24/02/2022,,0.0,270,0.0,2.0,0.0,0.0,165000.0,165000.0,2021,,Hospital do Servidor Público Municipal,0.0,,HOSPITAL DO SERVIDOR PÚBLICO MUNICIPAL,165000.0,Termo de Contrato para Aquisição de Bens de Consumo e/ou Permanente,PIPERACILINA 4000 MG,07/03/21
Inexigibilidade,1.0,30,0.0,6017202100021644,7,20/01/2022,,0.0,271,0.0,17.0,0.0,0.0,5187.5,5187.5,2021,,Secretaria Municipal da Fazenda,0.0,,PREFEITURA DO MUNICÍPIO DE SÃO PAULO,5187.5,Nota de Empenho para Fornecimento de Serviços,"Créditos de Bilhetes Eletrônicos de Transporte				
",07/03/21
Dispensa de Licitação,4.0,30,0.0,6210202100013462,6,28/02/2022,,0.0,271,0.0,2.0,0.0,0.0,3890.0,3890.0,2021,,Hospital do Servidor Público Municipal,0.0,,HOSPITAL DO SERVIDOR PÚBLICO MUNICIPAL,3890.0,Nota de Empenho para Fornecimento de Serviços,"IODOTERAPIA (RADIOIODOTERAPIA), COM IODO 131 - DOSE TERAPÊUTICA DE IODO RADIOATIVO DE 100 mCi  -  Paciente:Cleide Lucia do Espirirto Santo Toledo -RH 222792-4",07/03/21
Inexigibilidade,1.0,30,0.0,6025202000287042,7,24/01/2021,,0.0,272,5000.0,25.0,5000.0,0.0,5000.0,5000.0,2021,,Secretaria Municipal de Cultura,0.0,,PREFEITURA DO MUNICÍPIO DE SÃO PAULO,5000.0,Nota de Empenho para Fornecimento de Serviços,SMC - ONLINE - CSMB - Espetáculo Musical / Show - Regional do Seu Fagundes - Regional do Seu Fagundes + CULTURA ONLINE,07/03/21
Pregão,4.0,5,0.0,6210202100014914,12,28/02/2022,,0.0,272,0.0,2.0,0.0,0.0,6400.0,6400.0,2021,,Hospital do Servidor Público Municipal,0.0,,HOSPITAL DO SERVIDOR PÚBLICO MUNICIPAL,6400.0,Nota de Empenho Fornecimento de Bens de Consumo e/ou Permanente,"Equipo, alimentação, enteral, azul

",07/03/21
Inexigibilidade,1.0,30,0.0,6025202000278639,7,25/01/2021,,0.0,273,1500.0,25.0,1500.0,0.0,1500.0,1500.0,2021,,Secretaria Municipal de Cultura,0.0,,PREFEITURA DO MUNICÍPIO DE SÃO PAULO,1500.0,Nota de Empenho para Fornecimento de Serviços,SMC - ONLNE - CCM FREGUESIA DO O -  Espetáculo Musical / Show - Mil - Projeto Migrações.,07/03/21
Dispensa de Licitação,4.0,5,0.0,6210202000077205,6,24/02/2022,,0.0,273,0.0,2.0,0.0,0.0,2370.0,2370.0,2021,,Hospital do Servidor Público Municipal,0.0,,HOSPITAL DO SERVIDOR PÚBLICO MUNICIPAL,2370.0,Nota de Empenho Fornecimento de Bens de Consumo e/ou Permanente,"FAIXA ELÁSTICA AUTO-ADERENTE DE 5CM X 4,5M e OUTROS",07/03/21
Inexigibilidade,1.0,30,0.0,6025202100009400,7,25/01/2021,,0.0,274,10000.0,25.0,10000.0,0.0,10000.0,10000.0,2021,,Secretaria Municipal de Cultura,0.0,,PREFEITURA DO MUNICÍPIO DE SÃO PAULO,10000.0,Nota de Empenho para Fornecimento de Serviços,"OBJETO: Espetáculo Musical / Show - Luana Bayô - Luana Bayô canta Batuques e Folias Paulistas + CULTURA ONLINE.

",07/03/21
Dispensa de Licitação,4.0,5,0.0,6210202000077205,6,24/02/2022,,0.0,274,0.0,2.0,0.0,0.0,1611.2,1611.2,2021,,Hospital do Servidor Público Municipal,0.0,,HOSPITAL DO SERVIDOR PÚBLICO MUNICIPAL,1611.2,Nota de Empenho Fornecimento de Bens de Consumo e/ou Permanente,VELCRO MACHO,07/03/21
Dispensa de Licitação,1.0,30,0.0,6041202100000338,6,31/12/2021,,16243.61,275,18278.96,67.0,18278.96,0.0,164178.17,164178.17,2021,,Subprefeitura Itaquera,0.0,,PREFEITURA DO MUNICÍPIO DE SÃO PAULO,147934.56,Nota de Empenho para Fornecimento de Serviços,"AUTORIZO a emissão de nota(s) de empenho bem como as complementações e cancelamentos que se fizerem necessários durante o exercício de 2021, para cobertura da despesa relativo ao consumo de água/esgoto nas Unidades da SUB-IQ.",07/03/21
Dispensa de Licitação,4.0,5,0.0,6210202000077205,6,24/02/2022,,0.0,275,0.0,2.0,0.0,0.0,1200.0,1200.0,2021,,Hospital do Servidor Público Municipal,0.0,,HOSPITAL DO SERVIDOR PÚBLICO MUNICIPAL,1200.0,Nota de Empenho Fornecimento de Bens de Consumo e/ou Permanente,HIPERBOLÓIDE INSTRUMENTO DE MASTIGAÇÃO EM SILICONE,07/03/21
Dispensa de Licitação,1.0,30,0.0,6041202100000311,6,31/01/2022,,0.0,276,1783.16,67.0,1783.16,0.0,96000.0,96000.0,2021,,Subprefeitura Itaquera,0.0,,PREFEITURA DO MUNICÍPIO DE SÃO PAULO,96000.0,Nota de Empenho para Fornecimento de Serviços,"AUTORIZO a emissão de nota(s) de empenho bem como as complementações e cancelamentos que se fizerem necessários durante o exercício de 2021, para cobertura da despesa relativo à utilização de serviços de telefonia fixa das Unidades da SUB-IQ.",07/03/21
Pregão,4.0,5,0.0,6210202100015236,12,28/02/2022,,0.0,276,0.0,2.0,0.0,0.0,85000.0,85000.0,2021,,Hospital do Servidor Público Municipal,0.0,,HOSPITAL DO SERVIDOR PÚBLICO MUNICIPAL,85000.0,Nota de Empenho Fornecimento de Bens de Consumo e/ou Permanente,"Máscara, cirúrgica, com filtro, com elástico descartável",07/03/21
Inexigibilidade,1.0,30,0.0,6011202000041365,7,,,0.0,277,0.0,11.0,0.0,0.0,30000.0,60000.0,2021,,Secretaria do Governo Municipal,30000.0,,PREFEITURA DO MUNICÍPIO DE SÃO PAULO,30000.0,Nota de Empenho para Fornecimento de Serviços,Empenho por estimativa para atender despesas do exercício de 2021 – CIA DE SANEAMENTO BÁSICO DO ESTADO DE SÃO PAULO - SABESP -  Serviço de água e esgoto – Galeria Prestes Maia.,07/03/21
Pregão,4.0,5,0.0,6210202100014345,12,24/02/2022,,0.0,277,0.0,2.0,0.0,0.0,246.0,246.0,2021,,Hospital do Servidor Público Municipal,0.0,,HOSPITAL DO SERVIDOR PÚBLICO MUNICIPAL,246.0,Nota de Empenho Fornecimento de Bens de Consumo e/ou Permanente,"Broca, carbide, alta rotação, nr. 701",07/03/21
Dispensa de Licitação,1.0,30,0.0,6041202100000320,6,,,0.0,278,19791.68,67.0,19791.68,0.0,232750.68,232750.68,2021,,Subprefeitura Itaquera,0.0,,PREFEITURA DO MUNICÍPIO DE SÃO PAULO,232750.68,Nota de Empenho para Fornecimento de Serviços,"AUTORIZO a emissão de nota(s) de empenho bem como as complementações e cancelamentos que se fizerem necessários durante o exercício de 2021, para cobertura da despesa no exercício de 2021 relativa ao consumo de energia elétrica nas Unidades da Subprefeitura Itaquera.",07/03/21
Pregão,4.0,5,0.0,6210202100014825,12,24/02/2022,,0.0,278,0.0,2.0,0.0,0.0,270.0,270.0,2021,,Hospital do Servidor Público Municipal,0.0,,HOSPITAL DO SERVIDOR PÚBLICO MUNICIPAL,270.0,Nota de Empenho Fornecimento de Bens de Consumo e/ou Permanente,"Lençol, borracha",07/03/21
Inexigibilidade,1.0,30,0.0,6011202000041349,7,,,0.0,279,0.0,11.0,0.0,0.0,360000.0,360000.0,2021,,Secretaria do Governo Municipal,0.0,,PREFEITURA DO MUNICÍPIO DE SÃO PAULO,360000.0,Nota de Empenho para Fornecimento de Serviços,Empenho por estimativa para atender despesas do exercício de 2021 – CIA DE SANEAMENTO BÁSICO DO ESTADO DE SÃO PAULO - SABESP -  Serviço de água e esgoto –  Edifício Matarazzo.,07/03/21
Pregão,4.0,5,0.0,6210202100007683,12,28/02/2022,,0.0,279,0.0,2.0,0.0,0.0,32000.0,32000.0,2021,,Hospital do Servidor Público Municipal,0.0,,HOSPITAL DO SERVIDOR PÚBLICO MUNICIPAL,32000.0,Nota de Empenho Fornecimento de Bens de Consumo e/ou Permanente,"CLORETO DE SÓDIO 9 MG/ML (0,9%) SOLUÇÃO INJETÁVEL AMPOLA 10 ML ",07/03/21
Inexigibilidade,1.0,5,0.0,6059202100000395,7,,,0.0,280,0.0,52.0,0.0,0.0,120.0,120.0,2021,,Subprefeitura Vila Mariana,0.0,,PREFEITURA DO MUNICÍPIO DE SÃO PAULO,120.0,Nota de Empenho Fornecimento de Bens de Consumo e/ou Permanente,TELEFONIA FIXA EXERCICIO 2021 - LINHAS DIRETAS,07/03/21
Pregão,4.0,29,0.0,6210202100005605,12,24/02/2022,,0.0,280,0.0,2.0,0.0,0.0,22000.0,22000.0,2021,,Hospital do Servidor Público Municipal,0.0,,HOSPITAL DO SERVIDOR PÚBLICO MUNICIPAL,22000.0,Termo de Contrato para Aquisição de Bens de Consumo e/ou Permanente,Microesfera carregadora de drogas para quimioembolização com diâmetro de 30 a 900 micras,07/03/21
Dispensa de Licitação,1.0,5,0.0,6011202000041861,6,14/01/2022,,0.0,281,837.2,11.0,837.2,0.0,837.2,837.2,2021,,Secretaria do Governo Municipal,0.0,,PREFEITURA DO MUNICÍPIO DE SÃO PAULO,837.2,Nota de Empenho Fornecimento de Bens de Consumo e/ou Permanente,"Contratação de 01 (uma) assinatura do Jornal ""O Estado de São Paulo""",07/03/21
Pregão,4.0,29,0.0,6210202100005613,12,24/02/2022,,0.0,281,0.0,2.0,0.0,0.0,33000.0,33000.0,2021,,Hospital do Servidor Público Municipal,0.0,,HOSPITAL DO SERVIDOR PÚBLICO MUNICIPAL,44000.0,Termo de Contrato para Aquisição de Bens de Consumo e/ou Permanente,Microesfera para embolização com diâmetro de 300 a 1200 micras,07/03/21
Inexigibilidade,1.0,5,0.0,6059202100000387,7,,,0.0,282,0.0,52.0,0.0,0.0,120.0,120.0,2021,,Subprefeitura Vila Mariana,0.0,,PREFEITURA DO MUNICÍPIO DE SÃO PAULO,120.0,Nota de Empenho Fornecimento de Bens de Consumo e/ou Permanente,TELEFONIA FIXA EXERCICIO 2021 - LINHAS DIRETAS,07/03/21
Pregão,4.0,5,0.0,6210202100008914,12,24/02/2022,,0.0,282,0.0,2.0,0.0,0.0,215040.0,215040.0,2021,,Hospital do Servidor Público Municipal,0.0,,HOSPITAL DO SERVIDOR PÚBLICO MUNICIPAL,215040.0,Nota de Empenho Fornecimento de Bens de Consumo e/ou Permanente,"ANFOTERICINA B LIPOSSOMAL 50 MG PÓ LIOFILIZADO PARA
SOLUÇÃO INJETÁVEL",07/03/21
Inexigibilidade,1.0,30,0.0,6025202100008480,7,25/01/2021,,0.0,283,4000.0,25.0,4000.0,0.0,4000.0,4000.0,2021,,Secretaria Municipal de Cultura,0.0,,PREFEITURA DO MUNICÍPIO DE SÃO PAULO,4000.0,Nota de Empenho para Fornecimento de Serviços,"SMC - ONLINE - CCM BUTANTA - Vivência Artístico Cultural - Ideologia Fatal - O Corre não Para,",07/03/21
Pregão,4.0,2,0.0,6210201800078968,12,,,0.0,283,0.0,2.0,0.0,0.0,7700042.66,7700042.66,2021,,Hospital do Servidor Público Municipal,0.0,,HOSPITAL DO SERVIDOR PÚBLICO MUNICIPAL,9248451.2,Termo de Contrato - Serviços,LIMPEZA HOSPITALAR DE TODAS AS UNIDADES DO HSPM ,07/03/21
Inexigibilidade,1.0,30,0.0,6025202000287530,7,25/01/2021,,0.0,284,3000.0,25.0,3000.0,0.0,3000.0,3000.0,2021,,Secretaria Municipal de Cultura,0.0,,PREFEITURA DO MUNICÍPIO DE SÃO PAULO,3000.0,Nota de Empenho para Fornecimento de Serviços,SMC - ONLINE - CCM CAMPO LIMPO -  Espetáculo Musical / Show - Cores da Paulicéia ,07/03/21
Pregão,4.0,29,0.0,6210202100012423,12,28/02/2022,,0.0,284,0.0,2.0,0.0,0.0,258765.0,258765.0,2021,,Hospital do Servidor Público Municipal,0.0,,HOSPITAL DO SERVIDOR PÚBLICO MUNICIPAL,517530.0,Termo de Contrato para Aquisição de Bens de Consumo e/ou Permanente,CILINDRO DE CELULOSE DE PAINÉIS e OUTROS,07/03/21
Inexigibilidade,1.0,30,0.0,6025202100008102,7,25/01/2021,,0.0,285,43600.0,25.0,0.0,0.0,43600.0,43600.0,2021,,Secretaria Municipal de Cultura,0.0,,PREFEITURA DO MUNICÍPIO DE SÃO PAULO,43600.0,Nota de Empenho para Fornecimento de Serviços,SMC - CENTRO HISTORICO DE SAO PAULO (ESPAÇOS ABERTOS) - Intervenção Visual - Moises Patricio e Toni Baptiste - Intervenção Aceita? Contra a Covid 19 - Aniversário de São Paulo,07/03/21
Pregão,4.0,29,0.0,6210202100013802,12,28/02/2022,,0.0,285,0.0,2.0,0.0,0.0,7611.0,7611.0,2021,,Hospital do Servidor Público Municipal,0.0,,HOSPITAL DO SERVIDOR PÚBLICO MUNICIPAL,31013.5,Termo de Contrato para Aquisição de Bens de Consumo e/ou Permanente,Manta térmica tamanho adulto,07/03/21
Pregão,4.0,5,0.0,6210202100015880,12,01/03/2022,,0.0,286,0.0,2.0,0.0,0.0,71.64,71.64,2021,,Hospital do Servidor Público Municipal,0.0,,HOSPITAL DO SERVIDOR PÚBLICO MUNICIPAL,71.64,Nota de Empenho Fornecimento de Bens de Consumo e/ou Permanente,Dreno de Penrose nº 02,07/03/21
Dispensa de Licitação,1.0,30,0.0,6018202000852736,6,30/12/2021,,0.0,287,50495.41,84.0,50495.41,0.0,1625000.0,1625000.0,2021,,Fundo Municipal de Saúde,0.0,,PREFEITURA DO MUNICÍPIO DE SÃO PAULO,3250000.0,Nota de Empenho para Fornecimento de Serviços,CRSN - Consumo de energia elétrica ,07/03/21
Pregão,4.0,5,0.0,6210202100017964,12,01/03/2022,,0.0,287,0.0,2.0,0.0,0.0,18000.0,18000.0,2021,,Hospital do Servidor Público Municipal,0.0,,HOSPITAL DO SERVIDOR PÚBLICO MUNICIPAL,18000.0,Nota de Empenho Fornecimento de Bens de Consumo e/ou Permanente,"Luva Cirúrgica, látex, descartável, estéril nº 7,5",07/03/21
Inexigibilidade,1.0,30,0.0,6025202000287506,7,25/01/2021,,0.0,288,3000.0,25.0,3000.0,0.0,3000.0,3000.0,2021,,Secretaria Municipal de Cultura,0.0,,PREFEITURA DO MUNICÍPIO DE SÃO PAULO,3000.0,Nota de Empenho para Fornecimento de Serviços,"OBJETO: Transmissão online - Cia Circo Delas - Dia de Praia

",07/03/21
Pregão,4.0,5,0.0,6210202100012407,12,01/03/2022,,0.0,288,0.0,2.0,0.0,0.0,2484.0,2484.0,2021,,Hospital do Servidor Público Municipal,0.0,,HOSPITAL DO SERVIDOR PÚBLICO MUNICIPAL,2484.0,Nota de Empenho Fornecimento de Bens de Consumo e/ou Permanente,"Bisturi com lâmina, dispositivo de segurança, descartável, estéril, Nr 22 e Nr 23",07/03/21
Inexigibilidade,1.0,30,0.0,6025202100009664,7,25/01/2021,,0.0,289,2350.0,25.0,0.0,0.0,2350.0,2350.0,2021,,Secretaria Municipal de Cultura,0.0,,PREFEITURA DO MUNICÍPIO DE SÃO PAULO,2350.0,Nota de Empenho para Fornecimento de Serviços,"OBJETO:  Transmissão online - Du Conceito.

",07/03/21
Pregão,4.0,29,0.0,6210202100014949,12,01/03/2022,,0.0,289,0.0,2.0,0.0,0.0,5370.0,5370.0,2021,,Hospital do Servidor Público Municipal,0.0,,HOSPITAL DO SERVIDOR PÚBLICO MUNICIPAL,28640.0,Termo de Contrato para Aquisição de Bens de Consumo e/ou Permanente,"Stent” auto-expansível para segmento anatômico femoro-poplíteo-distal - diâmetro: 5,0 mm,6,0mm e 7,0mm",07/03/21
Inexigibilidade,1.0,5,0.0,6017201800550919,7,31/12/2021,,0.0,290,140327.84,17.0,0.0,0.0,1765750.0,1765750.0,2021,,Secretaria Municipal da Fazenda,0.0,,PREFEITURA DO MUNICÍPIO DE SÃO PAULO,1765750.0,Nota de Empenho Fornecimento de Bens de Consumo e/ou Permanente,Energia Elétrica,07/03/21
Não Aplicável,4.0,30,0.0,6210202100003955,8,02/03/2022,,0.0,290,951.05,2.0,0.0,0.0,951.05,951.05,2021,,Hospital do Servidor Público Municipal,0.0,,HOSPITAL DO SERVIDOR PÚBLICO MUNICIPAL,951.05,Nota de Empenho para Fornecimento de Serviços,SERVIÇOS DE TRANSPORTE INDIVIDUAL POR APLICATIVO,07/03/21
Dispensa de Licitação,1.0,5,0.0,6016202000702792,6,09/02/2021,,0.0,291,0.0,16.0,0.0,0.0,1399.0,1399.0,2021,,Secretaria Municipal de Educação,0.0,,PREFEITURA DO MUNICÍPIO DE SÃO PAULO,1399.0,Nota de Empenho Fornecimento de Bens de Consumo e/ou Permanente,Aquisição de mesa de som.,07/03/21
Não Aplicável,4.0,30,0.0,6210202100004005,8,02/03/2022,,0.0,291,255.42,2.0,0.0,0.0,255.42,255.42,2021,,Hospital do Servidor Público Municipal,0.0,,HOSPITAL DO SERVIDOR PÚBLICO MUNICIPAL,255.42,Nota de Empenho para Fornecimento de Serviços,SERVIÇOS DE TRANSPORTE INDIVIDUAL POR APLICATIVO,07/03/21
Dispensa de Licitação,1.0,5,0.0,6016202000702792,6,,,0.0,292,0.0,16.0,0.0,0.0,4200.0,4200.0,2021,,Secretaria Municipal de Educação,0.0,,PREFEITURA DO MUNICÍPIO DE SÃO PAULO,4200.0,Nota de Empenho Fornecimento de Bens de Consumo e/ou Permanente,Aquisição de caixas de som.,07/03/21
Dispensa de Licitação,4.0,5,0.0,6210202000118408,6,02/03/2022,,0.0,292,0.0,2.0,0.0,0.0,3999.6,3999.6,2021,,Hospital do Servidor Público Municipal,0.0,,HOSPITAL DO SERVIDOR PÚBLICO MUNICIPAL,3999.6,Nota de Empenho Fornecimento de Bens de Consumo e/ou Permanente,"Cureta dermatológica, descartável, de 4 mm e 2 MM",07/03/21
Inexigibilidade,1.0,30,0.0,6025202100009761,7,25/01/2021,,0.0,293,2500.0,25.0,0.0,0.0,2500.0,2500.0,2021,,Secretaria Municipal de Cultura,0.0,,PREFEITURA DO MUNICÍPIO DE SÃO PAULO,2500.0,Nota de Empenho para Fornecimento de Serviços,"OBJETO: Intervenção Artística - Phone Raps - Live da Casa com Phone Raps.

",07/03/21
Pregão,4.0,5,0.0,6210202100015198,12,02/03/2022,,0.0,293,0.0,2.0,0.0,0.0,1560.0,1560.0,2021,,Hospital do Servidor Público Municipal,0.0,,HOSPITAL DO SERVIDOR PÚBLICO MUNICIPAL,1560.0,Nota de Empenho Fornecimento de Bens de Consumo e/ou Permanente,– ESCOVA PARA LAVAR INSTRUMENTAL,07/03/21
